"DOI";"Paper_ID";"Title";"Climate_AD";"From_ecosys";"To_ecosys";"Coupling";"Mattyp1";"Mattyp2";"Flow";"Unit";"Process";"Driver_type"
"589";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.166;"gP.m-2.y-1";"Fall/wind";"Passive"
"590";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.306;"gP.m-2.y-1";"Fall/wind";"Passive"
"591";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.128;"gP.m-2.y-1";"Fall/wind";"Passive"
"592";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.222;"gP.m-2.y-1";"Fall/wind";"Passive"
"593";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.28;"gP.m-2.y-1";"Fall/wind";"Passive"
"594";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.048;"gP.m-2.y-1";"Fall/wind";"Passive"
"595";"10.1071/MF08247";240;"Composition and dynamics of allochthonous organic matter inputs and benthic stock in a Brazilian stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";708;"gDW.m-2.y-1";"Fall/wind";"Passive"
"596";"10.1071/MF08247";240;"Composition and dynamics of allochthonous organic matter inputs and benthic stock in a Brazilian stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";318.6;"gC.m-2.y-1";"Fall/wind";"Passive"
"597";"10.1111/j.1365-2427.2004.01239.x";283;"Flow extremes and benthic organic matter shape the metabolism of a headwater Mediterranean stream";"Arid";"Forest";"Stream";"Terr. to fresh.";"DOC";"POC-DOC";556.26;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"598";"10.1111/j.1365-2427.2006.01620.x";317;"Bacterial production in the carbon flow of a central European stream, the Breitenbach";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.076786;"gC.m-2.y-1";"Life-cycle";"Active"
"599";"10.1111/j.1365-2427.2006.01620.x";317;"Bacterial production in the carbon flow of a central European stream, the Breitenbach";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.018052;"gN.m-2.y-1";"Life-cycle";"Active"
"600";"10.1111/j.1365-2427.2006.01620.x";317;"Bacterial production in the carbon flow of a central European stream, the Breitenbach";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.001409;"gP.m-2.y-1";"Life-cycle";"Active"
"601";"10.4319/lo.2012.57.4.1048";353;"Terrestrial organic matter support of lake food webs: Evidence from lake metabolism and stable hydrogen isotopes of consumers";"Boreal";"Forest";"Lake";"Terr. to fresh.";"DOC";"POC-DOC";465;"gC.m-2.y-1";"Fall/wind";"Passive"
"602";"10.1016/S0304-3770(96)01064-10";378;"A partial budget of primary organic carbon flows in the littoral zone of a hardwater lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";47;"gC.m-2.y-1";"Fall/wind";"Passive"
"603";"10.1111/fwb.12474";435;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";1229;"gDW.m-2.y-1";"Foraging";"Active"
"604";"10.1111/fwb.12474";435;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";3624;"gDW.m-2.y-1";"Foraging";"Active"
"605";"10.1111/fwb.12474";435;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";502;"gC.m-2.y-1";"Foraging";"Active"
"606";"10.1111/fwb.12474";435;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";1481;"gC.m-2.y-1";"Foraging";"Active"
"607";"10.1111/fwb.12474";435;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";71;"gN.m-2.y-1";"Foraging";"Active"
"608";"10.1111/fwb.12474";435;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";208;"gN.m-2.y-1";"Foraging";"Active"
"609";"10.1111/fwb.12474";435;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";6.9;"gP.m-2.y-1";"Foraging";"Active"
"610";"10.1111/fwb.12474";435;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";20;"gP.m-2.y-1";"Foraging";"Active"
"611";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.134157;"gC.m-2.y-1";"Life-cycle";"Active"
"612";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.145995;"gC.m-2.y-1";"Life-cycle";"Active"
"613";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.055241;"gC.m-2.y-1";"Life-cycle";"Active"
"614";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.189398;"gC.m-2.y-1";"Life-cycle";"Active"
"615";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.493225;"gC.m-2.y-1";"Life-cycle";"Active"
"616";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.248585;"gC.m-2.y-1";"Life-cycle";"Active"
"617";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.83651;"gC.m-2.y-1";"Life-cycle";"Active"
"618";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.327501;"gC.m-2.y-1";"Life-cycle";"Active"
"619";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Agroecosystem";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.100878;"gC.m-2.y-1";"Life-cycle";"Active"
"620";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.678678;"gC.m-2.y-1";"Life-cycle";"Active"
"621";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.374851;"gC.m-2.y-1";"Life-cycle";"Active"
"622";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Agroecosystem";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.232802;"gC.m-2.y-1";"Life-cycle";"Active"
"623";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.032424;"gC.m-2.y-1";"Fall/wind";"Passive"
"624";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.229931;"gC.m-2.y-1";"Fall/wind";"Passive"
"625";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.63741;"gC.m-2.y-1";"Fall/wind";"Passive"
"626";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.508237;"gC.m-2.y-1";"Fall/wind";"Passive"
"627";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.068334;"gC.m-2.y-1";"Fall/wind";"Passive"
"628";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.023446;"gC.m-2.y-1";"Fall/wind";"Passive"
"629";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";2.370086;"gC.m-2.y-1";"Fall/wind";"Passive"
"630";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.312734;"gC.m-2.y-1";"Fall/wind";"Passive"
"631";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Agroecosystem";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";5.269851;"gC.m-2.y-1";"Fall/wind";"Passive"
"632";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.1222;"gC.m-2.y-1";"Fall/wind";"Passive"
"633";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";2.477818;"gC.m-2.y-1";"Fall/wind";"Passive"
"634";"10.1111/fwb.12642";436;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Agroecosystem";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.454371;"gC.m-2.y-1";"Fall/wind";"Passive"
"635";"10.1007/s00442-013-2643-6";437;"Leaf litter quality affects aquatic insect emergence: Contrasting patterns from two foundation trees";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.741257;"gC.m-2.y-1";"Life-cycle";"Active"
"636";"10.1007/s00442-013-2643-6";437;"Leaf litter quality affects aquatic insect emergence: Contrasting patterns from two foundation trees";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.815766;"gC.m-2.y-1";"Life-cycle";"Active"
"637";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";9.493127;"gC.m-2.y-1";"Life-cycle";"Active"
"638";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";9.493127;"gC.m-2.y-1";"Life-cycle";"Active"
"639";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";5.7036;"gC.m-2.y-1";"Life-cycle";"Active"
"640";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.854635;"gC.m-2.y-1";"Life-cycle";"Active"
"641";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";8.021414;"gC.m-2.y-1";"Life-cycle";"Active"
"642";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";8.021414;"gC.m-2.y-1";"Life-cycle";"Active"
"643";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2.056705;"gC.m-2.y-1";"Life-cycle";"Active"
"644";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.339564;"gC.m-2.y-1";"Life-cycle";"Active"
"645";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";463.948567;"gC.m-2.y-1";"Life-cycle";"Active"
"646";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";467.874591;"gC.m-2.y-1";"Life-cycle";"Active"
"647";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";467.874591;"gC.m-2.y-1";"Life-cycle";"Active"
"648";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.609005;"gN.m-2.y-1";"Life-cycle";"Active"
"649";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.609005;"gN.m-2.y-1";"Life-cycle";"Active"
"650";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.966712;"gN.m-2.y-1";"Life-cycle";"Active"
"651";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.144853;"gN.m-2.y-1";"Life-cycle";"Active"
"652";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.359562;"gN.m-2.y-1";"Life-cycle";"Active"
"653";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.359562;"gN.m-2.y-1";"Life-cycle";"Active"
"654";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.348594;"gN.m-2.y-1";"Life-cycle";"Active"
"655";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.227045;"gN.m-2.y-1";"Life-cycle";"Active"
"656";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Arctic";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";78.63535;"gN.m-2.y-1";"Life-cycle";"Active"
"657";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";79.300778;"gN.m-2.y-1";"Life-cycle";"Active"
"658";"10.1890/08-1546.1";439;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";79.300778;"gN.m-2.y-1";"Life-cycle";"Active"
"659";"10.1371/journal.pone.0036462";440;"Forest-stream linkages: Effects of terrestrial invertebrate input and light on diet and growth of brown trout (salmo trutta) in a boreal forest stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";6.1225;"gDW.m-2.y-1";"Fall/wind";"Passive"
"660";"10.1371/journal.pone.0036462";440;"Forest-stream linkages: Effects of terrestrial invertebrate input and light on diet and growth of brown trout (salmo trutta) in a boreal forest stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";6.107;"gDW.m-2.y-1";"Fall/wind";"Passive"
"661";"10.1371/journal.pone.0036462";440;"Forest-stream linkages: Effects of terrestrial invertebrate input and light on diet and growth of brown trout (salmo trutta) in a boreal forest stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.03676;"gC.m-2.y-1";"Fall/wind";"Passive"
"662";"10.1371/journal.pone.0036462";440;"Forest-stream linkages: Effects of terrestrial invertebrate input and light on diet and growth of brown trout (salmo trutta) in a boreal forest stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.029072;"gC.m-2.y-1";"Fall/wind";"Passive"
"663";"10.1371/journal.pone.0036462";440;"Forest-stream linkages: Effects of terrestrial invertebrate input and light on diet and growth of brown trout (salmo trutta) in a boreal forest stream";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.61225;"gN.m-2.y-1";"Fall/wind";"Passive"
