"DOI";"Paper_ID";"Title";"Climate_AD";"From_ecosys";"To_ecosys";"Coupling";"Mattyp1";"Mattyp2";"Flow";"Unit";"Process";"Driver_type"
"479";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";16.7902;"gC.m-2.y-1";"Fall/wind";"Passive"
"480";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Agroecosystem";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.992;"gN.m-2.y-1";"Fall/wind";"Passive"
"481";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.115;"gN.m-2.y-1";"Fall/wind";"Passive"
"482";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";2.039;"gN.m-2.y-1";"Fall/wind";"Passive"
"483";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";2.776;"gN.m-2.y-1";"Fall/wind";"Passive"
"484";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.58;"gN.m-2.y-1";"Fall/wind";"Passive"
"485";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Agroecosystem";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.0496;"gP.m-2.y-1";"Fall/wind";"Passive"
"486";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.05575;"gP.m-2.y-1";"Fall/wind";"Passive"
"487";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.10195;"gP.m-2.y-1";"Fall/wind";"Passive"
"488";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.1388;"gP.m-2.y-1";"Fall/wind";"Passive"
"489";"10.1111/j.1365-2427.1982.tb00624.x";113;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.179;"gP.m-2.y-1";"Fall/wind";"Passive"
"490";"10.4319/lo.2010.55.2.0817";126;"Drivers of metabolism and net heterotrophy in contrasting lakes";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";4.8;"gC.m-2.y-1";"Fall/wind";"Passive"
"491";"10.4319/lo.2010.55.2.0817";126;"Drivers of metabolism and net heterotrophy in contrasting lakes";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";1.2;"gC.m-2.y-1";"Fall/wind";"Passive"
"492";"10.4319/lo.2002.47.3.0742";134;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Arctic";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";53;"gDW.m-2.y-1";"Fall/wind";"Passive"
"493";"10.4319/lo.2002.47.3.0742";134;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";345;"gDW.m-2.y-1";"Fall/wind";"Passive"
"494";"10.4319/lo.2002.47.3.0742";134;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";148;"gDW.m-2.y-1";"Fall/wind";"Passive"
"495";"10.4319/lo.2002.47.3.0742";134;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";105;"gDW.m-2.y-1";"Fall/wind";"Passive"
"496";"10.4319/lo.2002.47.3.0742";134;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Arctic";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";23.85;"gC.m-2.y-1";"Fall/wind";"Passive"
"497";"10.4319/lo.2002.47.3.0742";134;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";155.25;"gC.m-2.y-1";"Fall/wind";"Passive"
"498";"10.4319/lo.2002.47.3.0742";134;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";66.6;"gC.m-2.y-1";"Fall/wind";"Passive"
"499";"10.4319/lo.2002.47.3.0742";134;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";47.25;"gC.m-2.y-1";"Fall/wind";"Passive"
"500";"10.1046/j.1365-2427.2001.00847.x";135;"Particulate organic matter inputs to a glacial stream ecosystem in the Swiss Alps";"Arctic";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";1.1;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"501";"10.1046/j.1365-2427.2001.00847.x";135;"Particulate organic matter inputs to a glacial stream ecosystem in the Swiss Alps";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";10;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"502";"10.1046/j.1365-2427.2001.00847.x";135;"Particulate organic matter inputs to a glacial stream ecosystem in the Swiss Alps";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";34;"gAFDW.m-2.y-1";"Fall/wind";"Passive"
"503";"10.1046/j.1365-2427.2001.00847.x";135;"Particulate organic matter inputs to a glacial stream ecosystem in the Swiss Alps";"Arctic";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.55;"gC.m-2.y-1";"Fall/wind";"Passive"
"504";"10.1046/j.1365-2427.2001.00847.x";135;"Particulate organic matter inputs to a glacial stream ecosystem in the Swiss Alps";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";5;"gC.m-2.y-1";"Fall/wind";"Passive"
"505";"10.1046/j.1365-2427.2001.00847.x";135;"Particulate organic matter inputs to a glacial stream ecosystem in the Swiss Alps";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";17;"gC.m-2.y-1";"Fall/wind";"Passive"
"506";"10.1111/j.1442-9993.1993.tb00465.x";140;"Litter inputs to a tropical Australian rainforest stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";484;"gDW.m-2.y-1";"Fall/wind";"Passive"
"507";"10.1111/j.1442-9993.1993.tb00465.x";140;"Litter inputs to a tropical Australian rainforest stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";217.8;"gC.m-2.y-1";"Fall/wind";"Passive"
"508";"10.1111/j.1442-9993.1993.tb00465.x";140;"Litter inputs to a tropical Australian rainforest stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";6.0984;"gN.m-2.y-1";"Fall/wind";"Passive"
"509";"10.1111/j.1442-9993.1993.tb00465.x";140;"Litter inputs to a tropical Australian rainforest stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.14036;"gP.m-2.y-1";"Fall/wind";"Passive"
"510";"10.1007/s10750-008-9294-3";141;"Allochthonous litter inputs, organic matter standing stocks, and organic seston dynamics in upland Panamanian streams: potential effects of larval amphibians on organic matter dynamics";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";1191.746266;"gDW.m-2.y-1";"Fall/wind";"Passive"
"511";"10.1007/s10750-008-9294-3";141;"Allochthonous litter inputs, organic matter standing stocks, and organic seston dynamics in upland Panamanian streams: potential effects of larval amphibians on organic matter dynamics";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";985.108877;"gDW.m-2.y-1";"Fall/wind";"Passive"
"512";"10.1007/s10750-008-9294-3";141;"Allochthonous litter inputs, organic matter standing stocks, and organic seston dynamics in upland Panamanian streams: potential effects of larval amphibians on organic matter dynamics";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";536.28582;"gC.m-2.y-1";"Fall/wind";"Passive"
"513";"10.1007/s10750-008-9294-3";141;"Allochthonous litter inputs, organic matter standing stocks, and organic seston dynamics in upland Panamanian streams: potential effects of larval amphibians on organic matter dynamics";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";443.298995;"gC.m-2.y-1";"Fall/wind";"Passive"
"514";"10.2307/2937276";155;"Organic Carbon Flow in a Swamp-Stream Ecosystem";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";287.3;"gC.m-2.y-1";"Sinking";"Passive"
"515";"10.2307/2937276";155;"Organic Carbon Flow in a Swamp-Stream Ecosystem";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";16;"gC.m-2.y-1";"Sinking";"Passive"
"516";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.9525;"gDW.m-2.y-1";"Life-cycle";"Active"
"517";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.335;"gDW.m-2.y-1";"Life-cycle";"Active"
"518";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";7.94;"gDW.m-2.y-1";"Fall/wind";"Passive"
"519";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";8.55;"gDW.m-2.y-1";"Fall/wind";"Passive"
"520";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.85129;"gC.m-2.y-1";"Life-cycle";"Active"
"521";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.58206;"gC.m-2.y-1";"Life-cycle";"Active"
"522";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.93824;"gC.m-2.y-1";"Fall/wind";"Passive"
"523";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";4.2408;"gC.m-2.y-1";"Fall/wind";"Passive"
"524";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.200131;"gN.m-2.y-1";"Life-cycle";"Active"
"525";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.136838;"gN.m-2.y-1";"Life-cycle";"Active"
"526";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.794;"gN.m-2.y-1";"Fall/wind";"Passive"
"527";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.855;"gN.m-2.y-1";"Fall/wind";"Passive"
"528";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.01562;"gP.m-2.y-1";"Life-cycle";"Active"
"529";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.01068;"gP.m-2.y-1";"Life-cycle";"Active"
"530";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.0397;"gP.m-2.y-1";"Fall/wind";"Passive"
"531";"10.1007/s11284-011-0920-6";167;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.04275;"gP.m-2.y-1";"Fall/wind";"Passive"
"532";"10.1899/07-134.1";231;"Modeling C and N flows through a stream food web: an inverse approach";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";2085.756;"gC.m-2.y-1";"Fall/wind";"Passive"
"533";"10.1899/07-134.1";231;"Modeling C and N flows through a stream food web: an inverse approach";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";81.03;"gN.m-2.y-1";"Fall/wind";"Passive"
"534";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";700;"gDW.m-2.y-1";"Fall/wind";"Passive"
"535";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";430;"gDW.m-2.y-1";"Fall/wind";"Passive"
"536";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";800;"gDW.m-2.y-1";"Fall/wind";"Passive"
"537";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";740;"gDW.m-2.y-1";"Fall/wind";"Passive"
"538";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";790;"gDW.m-2.y-1";"Fall/wind";"Passive"
"539";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";830;"gDW.m-2.y-1";"Fall/wind";"Passive"
"540";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";1020;"gDW.m-2.y-1";"Fall/wind";"Passive"
"541";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";640;"gDW.m-2.y-1";"Fall/wind";"Passive"
"542";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";740;"gDW.m-2.y-1";"Fall/wind";"Passive"
"543";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";560;"gDW.m-2.y-1";"Fall/wind";"Passive"
"544";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";240;"gDW.m-2.y-1";"Fall/wind";"Passive"
"545";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";680;"gDW.m-2.y-1";"Fall/wind";"Passive"
"546";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";670;"gDW.m-2.y-1";"Fall/wind";"Passive"
"547";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";820;"gDW.m-2.y-1";"Fall/wind";"Passive"
"548";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";885;"gDW.m-2.y-1";"Fall/wind";"Passive"
"549";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";615;"gDW.m-2.y-1";"Fall/wind";"Passive"
"550";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";1060;"gDW.m-2.y-1";"Fall/wind";"Passive"
"551";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";595;"gDW.m-2.y-1";"Fall/wind";"Passive"
"552";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";360;"gDW.m-2.y-1";"Fall/wind";"Passive"
"553";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";400;"gDW.m-2.y-1";"Fall/wind";"Passive"
"554";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";315;"gC.m-2.y-1";"Fall/wind";"Passive"
"555";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";193.5;"gC.m-2.y-1";"Fall/wind";"Passive"
"556";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";360;"gC.m-2.y-1";"Fall/wind";"Passive"
"557";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";333;"gC.m-2.y-1";"Fall/wind";"Passive"
"558";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";355.5;"gC.m-2.y-1";"Fall/wind";"Passive"
"559";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";373.5;"gC.m-2.y-1";"Fall/wind";"Passive"
"560";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";459;"gC.m-2.y-1";"Fall/wind";"Passive"
"561";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";288;"gC.m-2.y-1";"Fall/wind";"Passive"
"562";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";333;"gC.m-2.y-1";"Fall/wind";"Passive"
"563";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";252;"gC.m-2.y-1";"Fall/wind";"Passive"
"564";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";108;"gC.m-2.y-1";"Fall/wind";"Passive"
"565";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";306;"gC.m-2.y-1";"Fall/wind";"Passive"
"566";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";301.5;"gC.m-2.y-1";"Fall/wind";"Passive"
"567";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";369;"gC.m-2.y-1";"Fall/wind";"Passive"
"568";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";265.765766;"gC.m-2.y-1";"Fall/wind";"Passive"
"569";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";184.684685;"gC.m-2.y-1";"Fall/wind";"Passive"
"570";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";477;"gC.m-2.y-1";"Fall/wind";"Passive"
"571";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";267.75;"gC.m-2.y-1";"Fall/wind";"Passive"
"572";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";162;"gC.m-2.y-1";"Fall/wind";"Passive"
"573";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";180;"gC.m-2.y-1";"Fall/wind";"Passive"
"574";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";8.4;"gN.m-2.y-1";"Fall/wind";"Passive"
"575";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";3.01;"gN.m-2.y-1";"Fall/wind";"Passive"
"576";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";10.4;"gN.m-2.y-1";"Fall/wind";"Passive"
"577";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";10.36;"gN.m-2.y-1";"Fall/wind";"Passive"
"578";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";14.94;"gN.m-2.y-1";"Fall/wind";"Passive"
"579";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";16.32;"gN.m-2.y-1";"Fall/wind";"Passive"
"580";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";7.68;"gN.m-2.y-1";"Fall/wind";"Passive"
"581";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";10.36;"gN.m-2.y-1";"Fall/wind";"Passive"
"582";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";3.92;"gN.m-2.y-1";"Fall/wind";"Passive"
"583";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";1.44;"gN.m-2.y-1";"Fall/wind";"Passive"
"584";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";9.38;"gN.m-2.y-1";"Fall/wind";"Passive"
"585";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.63;"gP.m-2.y-1";"Fall/wind";"Passive"
"586";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.172;"gP.m-2.y-1";"Fall/wind";"Passive"
"587";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.32;"gP.m-2.y-1";"Fall/wind";"Passive"
"588";"doi:10.1016/B978-012088449-0.50005-4";233;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.222;"gP.m-2.y-1";"Fall/wind";"Passive"
