"DOI";"Paper_ID";"Title";"Climate_AD";"From_ecosys";"To_ecosys";"Coupling";"Mattyp1";"Mattyp2";"Flow"
"132";"10.1007/s00442-013-2592-0";36;"Linking the evolution of habitat choice to ecosystem functioning: direct and indirect effects of pond-reproducing fire salamanders on aquatic-terrestrial subsidies.";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";0.65274
"133";"10.1007/s00442-013-2592-0";36;"Linking the evolution of habitat choice to ecosystem functioning: direct and indirect effects of pond-reproducing fire salamanders on aquatic-terrestrial subsidies.";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";0.24123
"134";"10.1007/s00442-013-2592-0";36;"Linking the evolution of habitat choice to ecosystem functioning: direct and indirect effects of pond-reproducing fire salamanders on aquatic-terrestrial subsidies.";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";0.54868
"135";"10.1007/s00442-013-2592-0";36;"Linking the evolution of habitat choice to ecosystem functioning: direct and indirect effects of pond-reproducing fire salamanders on aquatic-terrestrial subsidies.";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";0.39259
"136";"10.1007/s00442-013-2592-0";36;"Linking the evolution of habitat choice to ecosystem functioning: direct and indirect effects of pond-reproducing fire salamanders on aquatic-terrestrial subsidies.";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";0.03311
"137";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";37;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";1.38
"138";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";37;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";4.14
"139";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";37;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";3.35
"140";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";37;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";6.95
"141";"10.1643/0045-8511(2006)6[640:DROSAM]2.0.CO/";37;"Decomposition Rates of Salamander (Ambystoma Maculatum) Life Stages and Associated Energy and Nutrient Fluxes in Ponds and Adjacent Forest in Southern Illinois";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Small amphib.";"Vertebrates";7.41
"142";"10.2307/1468050";38;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.687095769
"143";"10.2307/1468050";38;"Emergence of Aquatic Insects from 2 Habitats in a Small Wetland of the Southeastern USA: Temporal Patterns of Numbers and Biomass";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.687095769
"144";"10.2307/3672158";39;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.132688928
"145";"10.2307/3672158";39;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.13286848
"146";"10.2307/3672158";39;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.2334176
"147";"10.2307/3672158";39;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";237.75
"148";"10.2307/3672158";39;"Emergence production and export of aquatic insects from a tallgrass prairie stream";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";59.45
"149";"10.2307/1468385";40;"Life history and production of a semi-terrestrial limnephilid caddisfly in an intermittent Platte River wetland";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.2225
"150";"10.2307/1939199";41;"Longitudinal patterns of ecosystem processes and community structure in a subartic river continuum";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.0045
"151";"10.2307/1939199";41;"Longitudinal patterns of ecosystem processes and community structure in a subartic river continuum";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.03
"152";"10.2307/1939199";41;"Longitudinal patterns of ecosystem processes and community structure in a subartic river continuum";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.438
"153";"10.2307/1939199";41;"Longitudinal patterns of ecosystem processes and community structure in a subartic river continuum";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2.068
"154";"10.2307/1939199";41;"Longitudinal patterns of ecosystem processes and community structure in a subartic river continuum";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";8.348
"155";"10.1046/j.1365-2427.2000.00558.x";42;"Benthic secondary production and biomass of insects emerging from a northern German temperate stream";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.24598128
"156";"10.1034/j.1600-0706.2003.12477.x";43;"Dynamics of aquatic insect flux affects distribution of riparian web-building spiders";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.8483832
"157";"10.1016/j.limno.2014.10.001";44;"Aquatic prey subsidies to riparian spiders in a stream with different land use types";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.006665868
"158";"10.1016/j.limno.2014.10.001";44;"Aquatic prey subsidies to riparian spiders in a stream with different land use types";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.002235422
"159";"10.1016/j.limno.2014.10.001";44;"Aquatic prey subsidies to riparian spiders in a stream with different land use types";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.002715724
"160";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2.84456
"161";"10.1111/fwb.12477";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";8.68744
"162";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.46072
"163";"10.1111/fwb.12477";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";9.61
"164";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";4.38216
"165";"10.1111/fwb.12477";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";7.99552
"166";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";3.0752
"167";"10.1111/fwb.12477";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2.46016
"168";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";4.15152
"169";"10.1111/fwb.12477";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";2.6908
"170";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";100.0630631
"171";"10.1111/fwb.12477";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";56.56756757
"172";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";65.66966967
"173";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";74.76576577
"174";"10.1111/fwb.12477";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";57.95795796
"175";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";52.94894895
"176";"10.1111/fwb.12477";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";55.36636637
"177";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";23.91291291
"178";"10.1111/fwb.12476";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";60.96096096
"179";"10.1111/fwb.12477";45;"Land-use effects on terrestrial consumers through changed size structure of aquatic insects";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";49.78678679
"184";"10.2307/1468225";46;"Organic matter dynamics in the Kuparuk River, a tundra river in Alaska, USA";"Arctic";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";250
"185";"10.2307/1468226";47;"Organic matter dynamics in 3 subarctic streams of interior Alaska, USA";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";40.5
"186";"10.2307/1468226";47;"Organic matter dynamics in 3 subarctic streams of interior Alaska, USA";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";18.5
"187";"10.2307/1468226";47;"Organic matter dynamics in 3 subarctic streams of interior Alaska, USA";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";18.5
"189";"10.2307/1468235";48;"Organic Matter Dynamics in the West Fork of Walker Branch, Tennessee, USA";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";282.5
"190";"10.1111/j.1365-2427.1982.tb00624.x";49;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";4.464
"191";"10.1111/j.1365-2427.1982.tb00624.x";49;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";5.0175
"192";"10.1111/j.1365-2427.1982.tb00624.x";49;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";9.1755
"193";"10.1111/j.1365-2427.1982.tb00624.x";49;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";12.492
"194";"10.1111/j.1365-2427.1982.tb00624.x";49;"The input of terrestrial invertebrates from tree canopies to a stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";16.11
"212";"10.4319/lo.2010.55.2.0817";50;"Drivers of metabolism and net heterotrophy in contrasting lakes";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";4.8
"213";"10.4319/lo.2010.55.2.0817";50;"Drivers of metabolism and net heterotrophy in contrasting lakes";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";1.2
"220";"10.4319/lo.2002.47.3.0742";51;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Arctic";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";15.91591592
"221";"10.4319/lo.2002.47.3.0742";51;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";155.25
"222";"10.4319/lo.2002.47.3.0742";51;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";66.6
"223";"10.4319/lo.2002.47.3.0742";51;"Relative importance of carbon sources for macroinvertebrates in a Rocky Mountain stream";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";47.25
"224";"10.1046/j.1365-2427.2001.00847.x";52;"Particulate organic matter inputs to a glacial stream ecosystem in the Swiss Alps";"Arctic";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";0.55
"225";"10.1046/j.1365-2427.2001.00847.x";52;"Particulate organic matter inputs to a glacial stream ecosystem in the Swiss Alps";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";5
"226";"10.1046/j.1365-2427.2001.00847.x";52;"Particulate organic matter inputs to a glacial stream ecosystem in the Swiss Alps";"Boreal";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";17
"227";"10.1111/j.1442-9993.1993.tb00465.x";53;"Litter inputs to a tropical Australian rainforest stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";217.8
"228";"10.1007/s10750-008-9294-3";54;"Allochthonous litter inputs, organic matter standing stocks, and organic seston dynamics in upland Panamanian streams: potential effects of larval amphibians on organic matter dynamics";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";595.89
"229";"10.1007/s10750-008-9294-3";54;"Allochthonous litter inputs, organic matter standing stocks, and organic seston dynamics in upland Panamanian streams: potential effects of larval amphibians on organic matter dynamics";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";483.03
"233";"10.2307/2937276";55;"Organic Carbon Flow in a Swamp-Stream Ecosystem";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";287.3
"234";"10.2307/2937276";55;"Organic Carbon Flow in a Swamp-Stream Ecosystem";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";16
"235";"10.1007/s11284-011-0920-6";56;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.96844
"236";"10.1007/s11284-011-0920-6";56;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.66216
"237";"10.1007/s11284-011-0920-6";56;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.93824
"238";"10.1007/s11284-011-0920-6";56;"Reciprocal fluxes of stream and riparian invertebrates in a coastal California basin with Mediterranean climate";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";4.2408
"239";"10.1899/07-134.1";57;"Modeling C and N flows through a stream food web: an inverse approach";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";2085.756
"240";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";315
"241";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";193.5
"242";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";360
"243";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";333
"244";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";355.5
"245";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";373.5
"246";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";459
"247";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";288
"248";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";333
"249";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";252
"250";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";108
"251";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";306
"252";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";301.5
"253";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";369
"254";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";265.7657658
"255";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";184.6846847
"256";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";477
"257";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";267.75
"258";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";162
"259";"doi:10.1016/B978-012088449-0.50005-4";58;"Organic Matter Processing in Tropical Streams";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";180
"260";"10.1071/MF08247";59;"Composition and dynamics of allochthonous organic matter inputs and benthic stock in a Brazilian stream";"Tropical";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";318.6
"261";"10.1111/j.1365-2427.2004.01239.x";60;"Flow extremes and benthic organic matter shape the metabolism of a headwater Mediterranean stream";"Arid";"Forest";"Stream";"Terr. to fresh.";"Terr. plants";"Primary producers";231.775
"262";"10.1111/j.1365-2427.2006.01620.x";61;"Bacterial production in the carbon flow of a central European stream, the Breitenbach";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.076785714
"273";"10.4319/lo.2012.57.4.1048";62;"Terrestrial organic matter support of lake food webs: Evidence from lake metabolism and stable hydrogen isotopes of consumers";"Boreal";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";465
"288";"10.1016/S0304-3770(96)01064-10";63;"A partial budget of primary organic carbon flows in the littoral zone of a hardwater lake";"Temperate";"Forest";"Lake";"Terr. to fresh.";"Terr. plants";"Primary producers";47
"297";"10.1111/fwb.12474";64;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";502
"298";"10.1111/fwb.12474";64;"The hippopotamus conveyor belt : vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa";"Tropical";"Grassland";"Stream";"Terr. to fresh.";"Mammal faeces";"Vertebrates";1481
"299";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.1526192
"300";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.1660856
"301";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.0628432
"302";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.2154624
"303";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.5611
"304";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.2827944
"305";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.9516256
"306";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.3725704
"307";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";1.2523752
"308";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.7720736
"309";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.426436
"310";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Stream";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.2648392
"311";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.032424
"312";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.2299312
"313";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";0.6374096
"314";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.5082368
"315";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.0683344
"316";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.0234464
"317";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";2.3700864
"318";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";3.3127344
"319";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";5.2698512
"320";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.1222
"321";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Forest";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";2.4778176
"322";"10.1111/fwb.12642";65;"Shifts in reciprocal river-riparian arthropod fluxes along an urban-rural landscape gradient";"Temperate";"Grassland";"Stream";"Terr. to fresh.";"Terr. inverteb.";"Invertebrates";1.4543712
"323";"10.1007/s00442-013-2643-6";66;"Leaf litter quality affects aquatic insect emergence: Contrasting patterns from two foundation trees";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.741257129
"324";"10.1007/s00442-013-2643-6";66;"Leaf litter quality affects aquatic insect emergence: Contrasting patterns from two foundation trees";"Arid";"Stream";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";0.815765693
"327";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Grassland";"Fresh. to terr.";"Aqu. insects";"Invertebrates";9.493126854
"328";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Temperate";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";9.493126854
"329";"10.1890/08-1546.1";67;"Flux of aquatic insect productivity to land: comparison of lentic and lotic ecosystems";"Boreal";"Lake";"Forest";"Fresh. to terr.";"Aqu. insects";"Invertebrates";5.7036
